"TIME"	"GEO"	"AGE"	"SEX"	"Value"	"Flag.and.Footnotes"	"scenario"
"1111"	2055	"Belgium"	"Total"	"Total"	"10,949,211"	NA	2
"1112"	2060	"Belgium"	"Total"	"Total"	"10,787,036"	NA	2
"1113"	2065	"Belgium"	"Total"	"Total"	"10,632,180"	NA	2
"1114"	2070	"Belgium"	"Total"	"Total"	"10,495,430"	NA	2
"1115"	2075	"Belgium"	"Total"	"Total"	"10,372,304"	NA	2
"1116"	2080	"Belgium"	"Total"	"Total"	"10,254,226"	NA	2
"1117"	2015	"Bulgaria"	"Total"	"Total"	"7,203,518"	NA	2
"1118"	2020	"Bulgaria"	"Total"	"Total"	"7,003,027"	NA	2
"1119"	2025	"Bulgaria"	"Total"	"Total"	"6,798,475"	NA	2
"1120"	2030	"Bulgaria"	"Total"	"Total"	"6,589,866"	NA	2
"1121"	2035	"Bulgaria"	"Total"	"Total"	"6,383,879"	NA	2
"1122"	2040	"Bulgaria"	"Total"	"Total"	"6,187,323"	NA	2
"1123"	2045	"Bulgaria"	"Total"	"Total"	"6,000,471"	NA	2
"1124"	2050	"Bulgaria"	"Total"	"Total"	"5,819,686"	NA	2
"1125"	2055	"Bulgaria"	"Total"	"Total"	"5,640,341"	NA	2
"1126"	2060	"Bulgaria"	"Total"	"Total"	"5,459,545"	NA	2
"1127"	2065	"Bulgaria"	"Total"	"Total"	"5,278,867"	NA	2
"1128"	2070	"Bulgaria"	"Total"	"Total"	"5,104,295"	NA	2
"1129"	2075	"Bulgaria"	"Total"	"Total"	"4,942,705"	NA	2
"1130"	2080	"Bulgaria"	"Total"	"Total"	"4,798,771"	NA	2
"1131"	2015	"Czech Republic"	"Total"	"Total"	"10,512,978"	NA	2
"1132"	2020	"Czech Republic"	"Total"	"Total"	"10,483,880"	NA	2
"1133"	2025	"Czech Republic"	"Total"	"Total"	"10,392,462"	NA	2
"1134"	2030	"Czech Republic"	"Total"	"Total"	"10,230,370"	NA	2
"1135"	2035	"Czech Republic"	"Total"	"Total"	"10,030,489"	NA	2
"1136"	2040	"Czech Republic"	"Total"	"Total"	"9,833,951"	NA	2
"1137"	2045	"Czech Republic"	"Total"	"Total"	"9,643,870"	NA	2
"1138"	2050	"Czech Republic"	"Total"	"Total"	"9,446,582"	NA	2
"1139"	2055	"Czech Republic"	"Total"	"Total"	"9,227,504"	NA	2
"1140"	2060	"Czech Republic"	"Total"	"Total"	"8,976,274"	NA	2
"1141"	2065	"Czech Republic"	"Total"	"Total"	"8,701,589"	NA	2
"1142"	2070	"Czech Republic"	"Total"	"Total"	"8,429,613"	NA	2
"1143"	2075	"Czech Republic"	"Total"	"Total"	"8,187,270"	NA	2
"1144"	2080	"Czech Republic"	"Total"	"Total"	"7,986,243"	NA	2
"1145"	2015	"Denmark"	"Total"	"Total"	"5,632,867"	NA	2
"1146"	2020	"Denmark"	"Total"	"Total"	"5,660,441"	NA	2
"1147"	2025	"Denmark"	"Total"	"Total"	"5,685,426"	NA	2
"1148"	2030	"Denmark"	"Total"	"Total"	"5,692,839"	NA	2
"1149"	2035	"Denmark"	"Total"	"Total"	"5,673,779"	NA	2
"1150"	2040	"Denmark"	"Total"	"Total"	"5,630,995"	NA	2
"1151"	2045	"Denmark"	"Total"	"Total"	"5,570,933"	NA	2
"1152"	2050	"Denmark"	"Total"	"Total"	"5,504,106"	NA	2
"1153"	2055	"Denmark"	"Total"	"Total"	"5,436,827"	NA	2
"1154"	2060	"Denmark"	"Total"	"Total"	"5,369,754"	NA	2
"1155"	2065	"Denmark"	"Total"	"Total"	"5,304,488"	NA	2
"1156"	2070	"Denmark"	"Total"	"Total"	"5,243,545"	NA	2
"1157"	2075	"Denmark"	"Total"	"Total"	"5,185,967"	NA	2
"1158"	2080	"Denmark"	"Total"	"Total"	"5,128,723"	NA	2
"1159"	2015	"Germany (until 1990 former territory of the FRG)"	"Total"	"Total"	"80,443,954"	NA	2
"1160"	2020	"Germany (until 1990 former territory of the FRG)"	"Total"	"Total"	"79,141,641"	NA	2
"1161"	2025	"Germany (until 1990 former territory of the FRG)"	"Total"	"Total"	"77,495,931"	NA	2
"1162"	2030	"Germany (until 1990 former territory of the FRG)"	"Total"	"Total"	"75,479,370"	NA	2
"1163"	2035	"Germany (until 1990 former territory of the FRG)"	"Total"	"Total"	"73,241,802"	NA	2
"1164"	2040	"Germany (until 1990 former territory of the FRG)"	"Total"	"Total"	"70,862,530"	NA	2
"1165"	2045	"Germany (until 1990 former territory of the FRG)"	"Total"	"Total"	"68,275,480"	NA	2
"1166"	2050	"Germany (until 1990 former territory of the FRG)"	"Total"	"Total"	"65,459,737"	NA	2
"1167"	2055	"Germany (until 1990 former territory of the FRG)"	"Total"	"Total"	"62,481,043"	NA	2
"1168"	2060	"Germany (until 1990 former territory of the FRG)"	"Total"	"Total"	"59,529,378"	NA	2
"1169"	2065	"Germany (until 1990 former territory of the FRG)"	"Total"	"Total"	"56,828,283"	NA	2
"1170"	2070	"Germany (until 1990 former territory of the FRG)"	"Total"	"Total"	"54,439,607"	NA	2
"1171"	2075	"Germany (until 1990 former territory of the FRG)"	"Total"	"Total"	"52,258,998"	NA	2
"1172"	2080	"Germany (until 1990 former territory of the FRG)"	"Total"	"Total"	"50,201,169"	NA	2
"1173"	2015	"Estonia"	"Total"	"Total"	"1,314,283"	NA	2
"1174"	2020	"Estonia"	"Total"	"Total"	"1,304,434"	NA	2
"1175"	2025	"Estonia"	"Total"	"Total"	"1,288,269"	NA	2
"1176"	2030	"Estonia"	"Total"	"Total"	"1,267,448"	NA	2
"1177"	2035	"Estonia"	"Total"	"Total"	"1,246,735"	NA	2
"1178"	2040	"Estonia"	"Total"	"Total"	"1,228,437"	NA	2
"1179"	2045	"Estonia"	"Total"	"Total"	"1,210,185"	NA	2
"1180"	2050	"Estonia"	"Total"	"Total"	"1,189,630"	NA	2
"1181"	2055	"Estonia"	"Total"	"Total"	"1,166,684"	NA	2
"1182"	2060	"Estonia"	"Total"	"Total"	"1,142,698"	NA	2
"1183"	2065	"Estonia"	"Total"	"Total"	"1,119,094"	NA	2
"1184"	2070	"Estonia"	"Total"	"Total"	"1,096,441"	NA	2
"1185"	2075	"Estonia"	"Total"	"Total"	"1,074,582"	NA	2
"1186"	2080	"Estonia"	"Total"	"Total"	"1,053,324"	NA	2
"1187"	2015	"Ireland"	"Total"	"Total"	"4,635,298"	NA	2
"1188"	2020	"Ireland"	"Total"	"Total"	"4,810,515"	NA	2
"1189"	2025	"Ireland"	"Total"	"Total"	"4,936,581"	NA	2
"1190"	2030	"Ireland"	"Total"	"Total"	"5,035,672"	NA	2
"1191"	2035	"Ireland"	"Total"	"Total"	"5,133,302"	NA	2
"1192"	2040	"Ireland"	"Total"	"Total"	"5,231,363"	NA	2
"1193"	2045	"Ireland"	"Total"	"Total"	"5,319,655"	NA	2
"1194"	2050	"Ireland"	"Total"	"Total"	"5,381,220"	NA	2
"1195"	2055	"Ireland"	"Total"	"Total"	"5,406,807"	NA	2
"1196"	2060	"Ireland"	"Total"	"Total"	"5,404,893"	NA	2
"1197"	2065	"Ireland"	"Total"	"Total"	"5,392,800"	NA	2
"1198"	2070	"Ireland"	"Total"	"Total"	"5,384,350"	NA	2
"1199"	2075	"Ireland"	"Total"	"Total"	"5,385,286"	NA	2
"1200"	2080	"Ireland"	"Total"	"Total"	"5,395,583"	NA	2
"1201"	2015	"Greece"	"Total"	"Total"	"11,004,238"	NA	2
"1202"	2020	"Greece"	"Total"	"Total"	"10,847,351"	NA	2
"1203"	2025	"Greece"	"Total"	"Total"	"10,642,653"	NA	2
"1204"	2030	"Greece"	"Total"	"Total"	"10,414,690"	NA	2
"1205"	2035	"Greece"	"Total"	"Total"	"10,177,625"	NA	2
"1206"	2040	"Greece"	"Total"	"Total"	"9,928,501"	NA	2
"1207"	2045	"Greece"	"Total"	"Total"	"9,650,693"	NA	2
"1208"	2050	"Greece"	"Total"	"Total"	"9,329,336"	NA	2
"1209"	2055	"Greece"	"Total"	"Total"	"8,967,038"	NA	2
"1210"	2060	"Greece"	"Total"	"Total"	"8,577,255"	NA	2
"1211"	2065	"Greece"	"Total"	"Total"	"8,179,335"	NA	2
"1212"	2070	"Greece"	"Total"	"Total"	"7,792,815"	NA	2
"1213"	2075	"Greece"	"Total"	"Total"	"7,432,815"	NA	2
"1214"	2080	"Greece"	"Total"	"Total"	"7,108,055"	NA	2
"1215"	2015	"Spain"	"Total"	"Total"	"46,474,323"	NA	2
"1216"	2020	"Spain"	"Total"	"Total"	"46,302,413"	NA	2
"1217"	2025	"Spain"	"Total"	"Total"	"45,795,129"	NA	2
"1218"	2030	"Spain"	"Total"	"Total"	"45,093,956"	NA	2
"1219"	2035	"Spain"	"Total"	"Total"	"44,295,715"	NA	2
"1220"	2040	"Spain"	"Total"	"Total"	"43,399,942"	NA	2
"1221"	2045	"Spain"	"Total"	"Total"	"42,318,514"	NA	2
"1222"	2050	"Spain"	"Total"	"Total"	"40,944,283"	NA	2
"1223"	2055	"Spain"	"Total"	"Total"	"39,253,999"	NA	2
"1224"	2060	"Spain"	"Total"	"Total"	"37,334,878"	NA	2
"1225"	2065	"Spain"	"Total"	"Total"	"35,332,239"	NA	2
"1226"	2070	"Spain"	"Total"	"Total"	"33,397,574"	NA	2
"1227"	2075	"Spain"	"Total"	"Total"	"31,661,020"	NA	2
"1228"	2080	"Spain"	"Total"	"Total"	"30,190,375"	NA	2
"1229"	2015	"France"	"Total"	"Total"	"66,088,715"	NA	2
"1230"	2020	"France"	"Total"	"Total"	"67,079,953"	NA	2
"1231"	2025	"France"	"Total"	"Total"	"67,878,780"	NA	2
"1232"	2030	"France"	"Total"	"Total"	"68,578,216"	NA	2
"1233"	2035	"France"	"Total"	"Total"	"69,146,932"	NA	2
"1234"	2040	"France"	"Total"	"Total"	"69,478,603"	NA	2
"1235"	2045	"France"	"Total"	"Total"	"69,538,427"	NA	2
"1236"	2050	"France"	"Total"	"Total"	"69,419,295"	NA	2
"1237"	2055	"France"	"Total"	"Total"	"69,223,770"	NA	2
"1238"	2060	"France"	"Total"	"Total"	"69,009,521"	NA	2
"1239"	2065	"France"	"Total"	"Total"	"68,834,273"	NA	2
"1240"	2070	"France"	"Total"	"Total"	"68,737,613"	NA	2
"1241"	2075	"France"	"Total"	"Total"	"68,713,142"	NA	2
"1242"	2080	"France"	"Total"	"Total"	"68,713,709"	NA	2
"1243"	2015	"Croatia"	"Total"	"Total"	"4,241,165"	NA	2
"1244"	2020	"Croatia"	"Total"	"Total"	"4,182,263"	NA	2
"1245"	2025	"Croatia"	"Total"	"Total"	"4,112,145"	NA	2
"1246"	2030	"Croatia"	"Total"	"Total"	"4,032,974"	NA	2
"1247"	2035	"Croatia"	"Total"	"Total"	"3,944,677"	NA	2
"1248"	2040	"Croatia"	"Total"	"Total"	"3,848,316"	NA	2
"1249"	2045	"Croatia"	"Total"	"Total"	"3,745,413"	NA	2
"1250"	2050	"Croatia"	"Total"	"Total"	"3,638,891"	NA	2
"1251"	2055	"Croatia"	"Total"	"Total"	"3,532,164"	NA	2
"1252"	2060	"Croatia"	"Total"	"Total"	"3,426,822"	NA	2
"1253"	2065	"Croatia"	"Total"	"Total"	"3,322,752"	NA	2
"1254"	2070	"Croatia"	"Total"	"Total"	"3,219,686"	NA	2
"1255"	2075	"Croatia"	"Total"	"Total"	"3,118,659"	NA	2
"1256"	2080	"Croatia"	"Total"	"Total"	"3,022,548"	NA	2
"1257"	2015	"Italy"	"Total"	"Total"	"60,638,402"	NA	2
"1258"	2020	"Italy"	"Total"	"Total"	"59,935,496"	NA	2
"1259"	2025	"Italy"	"Total"	"Total"	"58,948,488"	NA	2
"1260"	2030	"Italy"	"Total"	"Total"	"57,761,821"	NA	2
"1261"	2035	"Italy"	"Total"	"Total"	"56,434,330"	NA	2
"1262"	2040	"Italy"	"Total"	"Total"	"54,984,091"	NA	2
"1263"	2045	"Italy"	"Total"	"Total"	"53,363,777"	NA	2
"1264"	2050	"Italy"	"Total"	"Total"	"51,505,097"	NA	2
"1265"	2055	"Italy"	"Total"	"Total"	"49,398,083"	NA	2
"1266"	2060	"Italy"	"Total"	"Total"	"47,130,095"	NA	2
"1267"	2065	"Italy"	"Total"	"Total"	"44,877,338"	NA	2
"1268"	2070	"Italy"	"Total"	"Total"	"42,814,504"	NA	2
"1269"	2075	"Italy"	"Total"	"Total"	"41,021,502"	NA	2
"1270"	2080	"Italy"	"Total"	"Total"	"39,469,771"	NA	2
"1271"	2015	"Cyprus"	"Total"	"Total"	"873,539"	NA	2
"1272"	2020	"Cyprus"	"Total"	"Total"	"894,448"	NA	2
"1273"	2025	"Cyprus"	"Total"	"Total"	"908,423"	NA	2
"1274"	2030	"Cyprus"	"Total"	"Total"	"912,861"	NA	2
"1275"	2035	"Cyprus"	"Total"	"Total"	"909,149"	NA	2
"1276"	2040	"Cyprus"	"Total"	"Total"	"900,706"	NA	2
"1277"	2045	"Cyprus"	"Total"	"Total"	"889,661"	NA	2
"1278"	2050	"Cyprus"	"Total"	"Total"	"875,965"	NA	2
"1279"	2055	"Cyprus"	"Total"	"Total"	"858,466"	NA	2
"1280"	2060	"Cyprus"	"Total"	"Total"	"836,443"	NA	2
"1281"	2065	"Cyprus"	"Total"	"Total"	"810,265"	NA	2
"1282"	2070	"Cyprus"	"Total"	"Total"	"780,821"	NA	2
"1283"	2075	"Cyprus"	"Total"	"Total"	"749,361"	NA	2
"1284"	2080	"Cyprus"	"Total"	"Total"	"717,636"	NA	2
"1285"	2015	"Latvia"	"Total"	"Total"	"1,996,575"	NA	2
"1286"	2020	"Latvia"	"Total"	"Total"	"1,956,055"	NA	2
"1287"	2025	"Latvia"	"Total"	"Total"	"1,912,139"	NA	2
"1288"	2030	"Latvia"	"Total"	"Total"	"1,865,059"	NA	2
"1289"	2035	"Latvia"	"Total"	"Total"	"1,819,593"	NA	2
"1290"	2040	"Latvia"	"Total"	"Total"	"1,778,607"	NA	2
"1291"	2045	"Latvia"	"Total"	"Total"	"1,739,679"	NA	2
"1292"	2050	"Latvia"	"Total"	"Total"	"1,699,546"	NA	2
"1293"	2055	"Latvia"	"Total"	"Total"	"1,657,648"	NA	2
"1294"	2060	"Latvia"	"Total"	"Total"	"1,615,533"	NA	2
"1295"	2065	"Latvia"	"Total"	"Total"	"1,574,980"	NA	2
"1296"	2070	"Latvia"	"Total"	"Total"	"1,536,408"	NA	2
"1297"	2075	"Latvia"	"Total"	"Total"	"1,499,047"	NA	2
"1298"	2080	"Latvia"	"Total"	"Total"	"1,462,345"	NA	2
"1299"	2015	"Lithuania"	"Total"	"Total"	"2,934,650"	NA	2
"1300"	2020	"Lithuania"	"Total"	"Total"	"2,890,776"	NA	2
"1301"	2025	"Lithuania"	"Total"	"Total"	"2,849,042"	NA	2
"1302"	2030	"Lithuania"	"Total"	"Total"	"2,799,629"	NA	2
"1303"	2035	"Lithuania"	"Total"	"Total"	"2,743,652"	NA	2
"1304"	2040	"Lithuania"	"Total"	"Total"	"2,688,855"	NA	2
"1305"	2045	"Lithuania"	"Total"	"Total"	"2,637,506"	NA	2
"1306"	2050	"Lithuania"	"Total"	"Total"	"2,586,839"	NA	2
"1307"	2055	"Lithuania"	"Total"	"Total"	"2,534,146"	NA	2
"1308"	2060	"Lithuania"	"Total"	"Total"	"2,479,818"	NA	2
"1309"	2065	"Lithuania"	"Total"	"Total"	"2,427,235"	NA	2
"1310"	2070	"Lithuania"	"Total"	"Total"	"2,379,534"	NA	2
"1311"	2075	"Lithuania"	"Total"	"Total"	"2,336,525"	NA	2
"1312"	2080	"Lithuania"	"Total"	"Total"	"2,294,330"	NA	2
"1313"	2015	"Luxembourg"	"Total"	"Total"	"552,132"	NA	2
"1314"	2020	"Luxembourg"	"Total"	"Total"	"562,161"	NA	2
"1315"	2025	"Luxembourg"	"Total"	"Total"	"568,562"	NA	2
"1316"	2030	"Luxembourg"	"Total"	"Total"	"571,940"	NA	2
"1317"	2035	"Luxembourg"	"Total"	"Total"	"572,692"	NA	2
"1318"	2040	"Luxembourg"	"Total"	"Total"	"570,791"	NA	2
"1319"	2045	"Luxembourg"	"Total"	"Total"	"566,040"	NA	2
"1320"	2050	"Luxembourg"	"Total"	"Total"	"558,053"	NA	2
"1321"	2055	"Luxembourg"	"Total"	"Total"	"546,843"	NA	2
"1322"	2060	"Luxembourg"	"Total"	"Total"	"533,266"	NA	2
"1323"	2065	"Luxembourg"	"Total"	"Total"	"518,810"	NA	2
"1324"	2070	"Luxembourg"	"Total"	"Total"	"504,659"	NA	2
"1325"	2075	"Luxembourg"	"Total"	"Total"	"491,385"	NA	2
"1326"	2080	"Luxembourg"	"Total"	"Total"	"479,224"	NA	2
"1327"	2015	"Hungary"	"Total"	"Total"	"9,841,418"	NA	2
"1328"	2020	"Hungary"	"Total"	"Total"	"9,656,184"	NA	2
"1329"	2025	"Hungary"	"Total"	"Total"	"9,471,299"	NA	2
"1330"	2030	"Hungary"	"Total"	"Total"	"9,270,727"	NA	2
"1331"	2035	"Hungary"	"Total"	"Total"	"9,047,460"	NA	2
"1332"	2040	"Hungary"	"Total"	"Total"	"8,811,372"	NA	2
"1333"	2045	"Hungary"	"Total"	"Total"	"8,571,143"	NA	2
"1334"	2050	"Hungary"	"Total"	"Total"	"8,337,241"	NA	2
"1335"	2055	"Hungary"	"Total"	"Total"	"8,111,522"	NA	2
"1336"	2060	"Hungary"	"Total"	"Total"	"7,880,470"	NA	2
"1337"	2065	"Hungary"	"Total"	"Total"	"7,633,161"	NA	2
"1338"	2070	"Hungary"	"Total"	"Total"	"7,380,338"	NA	2
"1339"	2075	"Hungary"	"Total"	"Total"	"7,144,128"	NA	2
"1340"	2080	"Hungary"	"Total"	"Total"	"6,936,101"	NA	2
"1341"	2015	"Malta"	"Total"	"Total"	"424,574"	NA	2
"1342"	2020	"Malta"	"Total"	"Total"	"428,285"	NA	2
"1343"	2025	"Malta"	"Total"	"Total"	"429,455"	NA	2
"1344"	2030	"Malta"	"Total"	"Total"	"426,853"	NA	2
"1345"	2035	"Malta"	"Total"	"Total"	"420,492"	NA	2
"1346"	2040	"Malta"	"Total"	"Total"	"411,636"	NA	2
"1347"	2045	"Malta"	"Total"	"Total"	"402,077"	NA	2
"1348"	2050	"Malta"	"Total"	"Total"	"392,988"	NA	2
"1349"	2055	"Malta"	"Total"	"Total"	"384,331"	NA	2
"1350"	2060	"Malta"	"Total"	"Total"	"375,502"	NA	2
"1351"	2065	"Malta"	"Total"	"Total"	"365,898"	NA	2
"1352"	2070	"Malta"	"Total"	"Total"	"355,297"	NA	2
"1353"	2075	"Malta"	"Total"	"Total"	"344,138"	NA	2
"1354"	2080	"Malta"	"Total"	"Total"	"333,268"	NA	2
"1355"	2015	"Netherlands"	"Total"	"Total"	"16,858,958"	NA	2
"1356"	2020	"Netherlands"	"Total"	"Total"	"16,994,391"	NA	2
"1357"	2025	"Netherlands"	"Total"	"Total"	"17,082,809"	NA	2
"1358"	2030	"Netherlands"	"Total"	"Total"	"17,096,885"	NA	2
"1359"	2035	"Netherlands"	"Total"	"Total"	"17,021,461"	NA	2
"1360"	2040	"Netherlands"	"Total"	"Total"	"16,849,046"	NA	2
"1361"	2045	"Netherlands"	"Total"	"Total"	"16,597,831"	NA	2
"1362"	2050	"Netherlands"	"Total"	"Total"	"16,301,871"	NA	2
"1363"	2055	"Netherlands"	"Total"	"Total"	"15,985,765"	NA	2
"1364"	2060	"Netherlands"	"Total"	"Total"	"15,668,897"	NA	2
"1365"	2065	"Netherlands"	"Total"	"Total"	"15,374,576"	NA	2
"1366"	2070	"Netherlands"	"Total"	"Total"	"15,114,035"	NA	2
"1367"	2075	"Netherlands"	"Total"	"Total"	"14,874,517"	NA	2
"1368"	2080	"Netherlands"	"Total"	"Total"	"14,633,500"	NA	2
"1369"	2015	"Austria"	"Total"	"Total"	"8,504,697"	NA	2
"1370"	2020	"Austria"	"Total"	"Total"	"8,488,712"	NA	2
"1371"	2025	"Austria"	"Total"	"Total"	"8,437,411"	NA	2
"1372"	2030	"Austria"	"Total"	"Total"	"8,335,866"	NA	2
"1373"	2035	"Austria"	"Total"	"Total"	"8,186,397"	NA	2
"1374"	2040	"Austria"	"Total"	"Total"	"8,005,551"	NA	2
"1375"	2045	"Austria"	"Total"	"Total"	"7,799,422"	NA	2
"1376"	2050	"Austria"	"Total"	"Total"	"7,560,788"	NA	2
"1377"	2055	"Austria"	"Total"	"Total"	"7,287,815"	NA	2
"1378"	2060	"Austria"	"Total"	"Total"	"6,995,566"	NA	2
"1379"	2065	"Austria"	"Total"	"Total"	"6,710,006"	NA	2
"1380"	2070	"Austria"	"Total"	"Total"	"6,446,476"	NA	2
"1381"	2075	"Austria"	"Total"	"Total"	"6,200,819"	NA	2
"1382"	2080	"Austria"	"Total"	"Total"	"5,964,504"	NA	2
"1383"	2015	"Poland"	"Total"	"Total"	"38,498,213"	NA	2
"1384"	2020	"Poland"	"Total"	"Total"	"38,369,118"	NA	2
"1385"	2025	"Poland"	"Total"	"Total"	"38,012,906"	NA	2
"1386"	2030	"Poland"	"Total"	"Total"	"37,441,923"	NA	2
"1387"	2035	"Poland"	"Total"	"Total"	"36,718,714"	NA	2
"1388"	2040	"Poland"	"Total"	"Total"	"35,883,734"	NA	2
"1389"	2045	"Poland"	"Total"	"Total"	"34,934,150"	NA	2
"1390"	2050	"Poland"	"Total"	"Total"	"33,904,455"	NA	2
"1391"	2055	"Poland"	"Total"	"Total"	"32,842,394"	NA	2
"1392"	2060	"Poland"	"Total"	"Total"	"31,755,088"	NA	2
"1393"	2065	"Poland"	"Total"	"Total"	"30,608,203"	NA	2
"1394"	2070	"Poland"	"Total"	"Total"	"29,377,758"	NA	2
"1395"	2075	"Poland"	"Total"	"Total"	"28,095,491"	NA	2
"1396"	2080	"Poland"	"Total"	"Total"	"26,844,419"	NA	2
"1397"	2015	"Portugal"	"Total"	"Total"	"10,398,339"	NA	2
"1398"	2020	"Portugal"	"Total"	"Total"	"10,239,512"	NA	2
"1399"	2025	"Portugal"	"Total"	"Total"	"10,039,966"	NA	2
"1400"	2030	"Portugal"	"Total"	"Total"	"9,818,494"	NA	2
"1401"	2035	"Portugal"	"Total"	"Total"	"9,574,991"	NA	2
"1402"	2040	"Portugal"	"Total"	"Total"	"9,296,707"	NA	2
"1403"	2045	"Portugal"	"Total"	"Total"	"8,976,341"	NA	2
"1404"	2050	"Portugal"	"Total"	"Total"	"8,616,472"	NA	2
"1405"	2055	"Portugal"	"Total"	"Total"	"8,229,505"	NA	2
"1406"	2060	"Portugal"	"Total"	"Total"	"7,830,502"	NA	2
"1407"	2065	"Portugal"	"Total"	"Total"	"7,431,550"	NA	2
"1408"	2070	"Portugal"	"Total"	"Total"	"7,045,922"	NA	2
"1409"	2075	"Portugal"	"Total"	"Total"	"6,688,682"	NA	2
"1410"	2080	"Portugal"	"Total"	"Total"	"6,367,101"	NA	2
"1411"	2015	"Romania"	"Total"	"Total"	"19,916,828"	NA	2
"1412"	2020	"Romania"	"Total"	"Total"	"19,693,999"	NA	2
"1413"	2025	"Romania"	"Total"	"Total"	"19,446,652"	NA	2
"1414"	2030	"Romania"	"Total"	"Total"	"19,184,486"	NA	2
"1415"	2035	"Romania"	"Total"	"Total"	"18,906,298"	NA	2
"1416"	2040	"Romania"	"Total"	"Total"	"18,605,789"	NA	2
"1417"	2045	"Romania"	"Total"	"Total"	"18,281,288"	NA	2
"1418"	2050	"Romania"	"Total"	"Total"	"17,951,766"	NA	2
"1419"	2055	"Romania"	"Total"	"Total"	"17,615,886"	NA	2
"1420"	2060	"Romania"	"Total"	"Total"	"17,251,736"	NA	2
"1421"	2065	"Romania"	"Total"	"Total"	"16,856,352"	NA	2
"1422"	2070	"Romania"	"Total"	"Total"	"16,462,657"	NA	2
"1423"	2075	"Romania"	"Total"	"Total"	"16,104,219"	NA	2
"1424"	2080	"Romania"	"Total"	"Total"	"15,789,732"	NA	2
"1425"	2015	"Slovenia"	"Total"	"Total"	"2,062,785"	NA	2
"1426"	2020	"Slovenia"	"Total"	"Total"	"2,061,266"	NA	2
"1427"	2025	"Slovenia"	"Total"	"Total"	"2,041,827"	NA	2
"1428"	2030	"Slovenia"	"Total"	"Total"	"2,009,247"	NA	2
"1429"	2035	"Slovenia"	"Total"	"Total"	"1,970,360"	NA	2
"1430"	2040	"Slovenia"	"Total"	"Total"	"1,929,454"	NA	2
"1431"	2045	"Slovenia"	"Total"	"Total"	"1,884,809"	NA	2
"1432"	2050	"Slovenia"	"Total"	"Total"	"1,833,137"	NA	2
"1433"	2055	"Slovenia"	"Total"	"Total"	"1,774,881"	NA	2
"1434"	2060	"Slovenia"	"Total"	"Total"	"1,713,294"	NA	2
"1435"	2065	"Slovenia"	"Total"	"Total"	"1,652,632"	NA	2
"1436"	2070	"Slovenia"	"Total"	"Total"	"1,596,158"	NA	2
"1437"	2075	"Slovenia"	"Total"	"Total"	"1,545,092"	NA	2
"1438"	2080	"Slovenia"	"Total"	"Total"	"1,500,376"	NA	2
"1439"	2015	"Slovakia"	"Total"	"Total"	"5,414,998"	NA	2
"1440"	2020	"Slovakia"	"Total"	"Total"	"5,397,096"	NA	2
"1441"	2025	"Slovakia"	"Total"	"Total"	"5,349,393"	NA	2
"1442"	2030	"Slovakia"	"Total"	"Total"	"5,267,740"	NA	2
"1443"	2035	"Slovakia"	"Total"	"Total"	"5,157,588"	NA	2
"1444"	2040	"Slovakia"	"Total"	"Total"	"5,027,743"	NA	2
"1445"	2045	"Slovakia"	"Total"	"Total"	"4,882,411"	NA	2
"1446"	2050	"Slovakia"	"Total"	"Total"	"4,722,958"	NA	2
"1447"	2055	"Slovakia"	"Total"	"Total"	"4,551,953"	NA	2
"1448"	2060	"Slovakia"	"Total"	"Total"	"4,369,913"	NA	2
"1449"	2065	"Slovakia"	"Total"	"Total"	"4,176,193"	NA	2
"1450"	2070	"Slovakia"	"Total"	"Total"	"3,974,263"	NA	2
"1451"	2075	"Slovakia"	"Total"	"Total"	"3,772,667"	NA	2
"1452"	2080	"Slovakia"	"Total"	"Total"	"3,581,459"	NA	2
"1453"	2015	"Finland"	"Total"	"Total"	"5,458,221"	NA	2
"1454"	2020	"Finland"	"Total"	"Total"	"5,485,656"	NA	2
"1455"	2025	"Finland"	"Total"	"Total"	"5,492,183"	NA	2
"1456"	2030	"Finland"	"Total"	"Total"	"5,471,875"	NA	2
"1457"	2035	"Finland"	"Total"	"Total"	"5,424,036"	NA	2
"1458"	2040	"Finland"	"Total"	"Total"	"5,356,378"	NA	2
"1459"	2045	"Finland"	"Total"	"Total"	"5,280,358"	NA	2
"1460"	2050	"Finland"	"Total"	"Total"	"5,205,750"	NA	2
"1461"	2055	"Finland"	"Total"	"Total"	"5,135,729"	NA	2
"1462"	2060	"Finland"	"Total"	"Total"	"5,069,750"	NA	2
"1463"	2065	"Finland"	"Total"	"Total"	"5,008,377"	NA	2
"1464"	2070	"Finland"	"Total"	"Total"	"4,950,120"	NA	2
"1465"	2075	"Finland"	"Total"	"Total"	"4,890,810"	NA	2
"1466"	2080	"Finland"	"Total"	"Total"	"4,829,970"	NA	2
"1467"	2015	"Sweden"	"Total"	"Total"	"9,670,588"	NA	2
"1468"	2020	"Sweden"	"Total"	"Total"	"9,800,747"	NA	2
"1469"	2025	"Sweden"	"Total"	"Total"	"9,905,845"	NA	2
"1470"	2030	"Sweden"	"Total"	"Total"	"9,946,003"	NA	2
"1471"	2035	"Sweden"	"Total"	"Total"	"9,928,069"	NA	2
"1472"	2040	"Sweden"	"Total"	"Total"	"9,892,941"	NA	2
"1473"	2045	"Sweden"	"Total"	"Total"	"9,865,661"	NA	2
"1474"	2050	"Sweden"	"Total"	"Total"	"9,842,252"	NA	2
